Symbol,log2FoldChange,pvalue
SUGP1,0.086115619,0.072057783
KLHL28,-0.135620929,0.072089235
DNMT3B,-0.109782179,0.072089491
CNOT1,0.119658929,0.07208957
EZH1,0.130773571,0.072114083
HCFC1,0.218351036,0.072135208
TBX4,-0.095070679,0.072145912
ESAM,0.187937238,0.072154005
PDZRN3,-0.112095929,0.072161154
LDB3,-0.122152571,0.072161327
COX11,0.182389821,0.072197929
SMG8,0.118123952,0.072238396
FBXO32,0.271782274,0.072239362
LRP8,0.139480774,0.072246261
RNU4-2,0.474863821,0.072251001
MIR7-3HG,-0.127789,0.072262875
BCKDK,0.14615575,0.072265885
SYT15,-0.113744476,0.072315927
LRRN4,-0.112179381,0.07234353
SLC4A1,-0.288806905,0.072388961
KAZALD1,-0.113035726,0.072469192
PSMD5,0.144114702,0.072580827
PRSS42P,-0.108883536,0.072631098
LAGE3,-0.106028369,0.072646902
ASIC5,-0.079962417,0.072663981
SLCO1A2,-0.10222125,0.07271199
CTRB2,-0.131552667,0.072729382
ADORA2B,-0.099935881,0.072839781
VDAC3,0.179619131,0.072878352
BTN3A1,0.18967631,0.072880581
SLC6A9,-0.272705798,0.072907303
MIR182,-0.096026571,0.072931711
SLC24A5,-0.096189083,0.07297938
TNFRSF4,-0.112331226,0.07305377
MXD3,0.160385476,0.073059189
PIK3C2B,0.192161179,0.073070243
H1-10,-0.108097988,0.073093251
IGLON5,-0.182763488,0.073153331
CCDC186,-0.21295925,0.073154194
FGD6,0.244039036,0.073213048
FOXA2,-0.137513643,0.073303163
PHACTR4,0.196163357,0.073318707
OR2L3,0.109137131,0.073395352
MIR1-1,-0.091540869,0.073397859
PAQR7,0.156582119,0.073399105
OXNAD1,0.287403536,0.073400096
GOSR2,0.210763964,0.073415613
CBL,0.17293019,0.073506976
SIGLEC14,0.545880417,0.07352197
IL36RN,-0.118384095,0.073527303
TEDC1,-0.098255726,0.073554047
LRRC38,-0.096687226,0.073615106
USP50,0.089857857,0.073620167
EIF4E,-0.122088107,0.073627945
SLC41A2,0.15286925,0.073631204
PARVA,-0.092578012,0.073649353
TCF19,0.105880464,0.073691256
TAS2R1,-0.087440583,0.073693662
FAM178B,-0.115010774,0.073696028
GAP43,-0.125012988,0.073727952
VN1R5,-0.108817679,0.073793966
IKBKG,0.164259821,0.073848807
RTBDN,-0.139216464,0.073850471
ZNF385A,0.206286083,0.073889588
DLL1,-0.101870274,0.073891127
OCSTAMP,-0.115602714,0.073891392
XKRX,0.16166206,0.073917322
OR4B1,-0.110897321,0.07392802
MIR4453HG,0.100636821,0.073955069
ERCC8,0.169189762,0.073959521
MARCHF6,0.091346667,0.073987549
TIE1,-0.115911119,0.074008072
HASPIN,-0.106506619,0.074023113
BIRC2,-0.164306726,0.074050708
SPRED3,-0.145040643,0.074092928
OSR2,-0.117555155,0.074144806
KCNK9,-0.11770831,0.074151094
SUCNR1,-0.298833893,0.074154929
LOC284009,0.109106607,0.074182905
NPHS2,-0.116798988,0.074208806
USH1G,-0.103112536,0.074213657
ZNF7,0.10077106,0.074240448
NRSN2,0.066820202,0.0742605
SERPINF1,0.16078381,0.074270281
BDKRB1,-0.12428719,0.074271974
SRD5A3,0.243260179,0.074272871
TSPY10,-0.074912262,0.074297352
MAP4K3,0.2585255,0.074351758
TMEM106C,0.183458429,0.074389321
GPATCH8,0.118083905,0.074408729
SUZ12,-0.158764202,0.07442049
TUB,0.072346238,0.074441927
NAGPA,0.096136429,0.074451005
ABCC9,-0.090836071,0.074472079
CNTN3,-0.110864738,0.07449808
DOCK2,0.105352143,0.074504831
RNF32,-0.07843125,0.074520256
LIPK,-0.149163762,0.07455741
PRDM6,-0.116559798,0.074573669
HOXA5,-0.126823048,0.074600217
G6PC1,-0.078377024,0.074601338
DNAJC6,-0.25853656,0.07460403
NIM1K,-0.094499702,0.074609089
LRRC23,0.078261702,0.074647132
ALG13,0.229109821,0.074654226
LOC100506730,0.188100631,0.074663263
METTL21EP,0.170709333,0.074683316
PSMB3,0.131364405,0.074693201
TMEM150A,0.085831881,0.074697569
MST1,-0.109101917,0.074737536
ERF,0.144342738,0.074805483
RAB39B,0.160318464,0.074822554
STARD3,0.084439095,0.074900132
SNORD28,0.319066726,0.074900842
WAC,-0.063117381,0.074950672
NCAPH,-0.153464381,0.074982375
CLSTN1,0.157672107,0.075005344
OR1C1,-0.099220524,0.075033454
PLP1,-0.127618726,0.075064289
RPUSD2,-0.100706214,0.075107498
SNORD116-14,0.506749345,0.07511006
LCAL1,0.157156798,0.075130859
WTAP,-0.11295,0.075153535
C7orf25,-0.20856719,0.07519855
POP1,0.108595845,0.075201448
ONECUT1,-0.106193333,0.075285925
ARHGEF4,-0.094121607,0.075292967
ORMDL2,0.097566357,0.075340342
MECOM,-0.125,0.075349731
CYP2A13,-0.082747679,0.075372835
KRTAP7-1,0.105142714,0.075377111
MAN2B1,0.152474381,0.075379201
ZNF473CR,-0.129961762,0.075409406
CD40,0.163418595,0.075463375
LRFN4,-0.141701405,0.075489322
MIXL1,-0.128858369,0.075510407
ANKHD1-EIF4EBP3,0.09606381,0.075519704
TSPYL6,-0.109930881,0.075577484
TMEM107,0.108923583,0.075618923
TCF3,-0.149621905,0.07562358
LCMT2,0.201430512,0.0756697
CHRNA6,-0.130325952,0.075701532
GPR142,-0.130093917,0.075712703
ADAMTS7,-0.127402702,0.075737525
MFSD10,0.094747131,0.075776533
RGS22,-0.086544286,0.075779603
IL22,-0.098483667,0.075798788
CLCC1,0.209772417,0.07581861
CEACAM1,0.375868202,0.075825068
PCGF6,-0.161567738,0.075907498
RXRB,0.095102643,0.07596041
RNF43,-0.083061048,0.075969192
TMEM31,-0.099391429,0.075990194
TUBGCP6,0.095910845,0.076049617
PCDH17,-0.121967595,0.076050979
COL4A1,-0.118817548,0.076051872
PDLIM3,-0.105131036,0.076071235
TMEM98,-0.109620548,0.076075689
FAM200A,0.186919393,0.076085414
PCDH9,-0.135513893,0.076113832
CAPN9,-0.097499286,0.076137056
DUSP26,-0.11288975,0.076220764
EYS,-0.104810679,0.076227689
LPO,-0.121583726,0.076258454
C11orf21,0.097972702,0.076297428
SLC25A12,0.216142964,0.076336283
MATCAP2,-0.095238131,0.076360673
CDH15,-0.100622917,0.076395735
MELTF,-0.127609619,0.076434724
TMEFF2,-0.091333274,0.076536171
ZPR1,0.18728975,0.076564692
TMEM74,-0.094869726,0.076573743
SF3A1,0.138610214,0.076599671
TCP10L,-0.104702976,0.076600497
LINC00528,0.166418917,0.076680162
EIF2B1,0.199709119,0.076693012
SCARNA14,-0.121215012,0.076723383
PDE6H,0.121762095,0.076728645
P2RY14,0.395547321,0.076780281
KIF12,-0.109165464,0.076793424
TRMT12,0.184565369,0.076969498
NSUN6,0.25952525,0.076973591
LAT2,0.169917607,0.076974766
GRAMD1C,-0.348384238,0.076976538
PPP1R1B,-0.109537286,0.077007281
KCNJ11,-0.106646786,0.077018944
RXRA,-0.143228571,0.077029758
KMT2A,0.229745929,0.077030825
CIB3,-0.106274548,0.077060439
NGEF,-0.110512179,0.077082846
MAPKAPK5-AS1,0.236082274,0.07708523
CSF2RA,0.201083143,0.077089304
OR51G2,-0.130712298,0.077108089
PPP1R9A,-0.122631464,0.077118372
CHEK2,-0.113606619,0.077142368
LDLRAD4,0.084801655,0.077158318
SYNPR,-0.091015774,0.077201958
CNTN2,-0.102384345,0.077206207
TMEM14EP,-0.131860214,0.077225293
FBXO43,-0.092081714,0.077341656
TXLNGY,-0.777645798,0.077394116
CYSRT1,-0.116636583,0.077403444
AMPD3,0.133884107,0.07740672
CD96,0.315393024,0.077457784
TMEM260,0.161771167,0.077494253
CRHR2,-0.111377452,0.07749842
COLEC10,-0.12569856,0.077536916
TRIM28,0.100649,0.077547184
CHRNE,0.134680155,0.077592354
C17orf75,0.229275393,0.077705275
BACH2,0.281203238,0.07771135
CCKBR,-0.10614575,0.07774899
TKT,0.147122024,0.077797181
FGD1,-0.1176335,0.077842029
ENGASE,0.142233631,0.077850645
CYS1,-0.107455476,0.077916179
CLUL1,-0.095524845,0.077938881
GCHFR,-0.074847298,0.07797483
DLGAP4,0.083601131,0.077979954
TCOF1,0.070953583,0.078017793
GMFB,-0.21511681,0.07804053
PPIL1,-0.105839786,0.078081978
FREM1,-0.08410769,0.078089939
EFHB,0.091187548,0.07809901
ELP1,0.192716048,0.078118142
IRX4,-0.11087375,0.078134664
TRIM14,0.288064024,0.078156733
ENPP4,-0.192049774,0.078158009
MED13,0.086425714,0.078234777
LINC01556,-0.111985774,0.078249384
DOC2A,-0.103882905,0.078279922
SLC38A7,0.092469274,0.078301363
SLC25A18,-0.115658429,0.078333783
IRX5,-0.10006106,0.078362116
SERPINA3,-0.127402869,0.078379467
SNX24,0.228577405,0.078481787
SHLD1,-0.092752417,0.078516714
LINC00504,-0.084374262,0.078581715
FOXF2,-0.1301665,0.078611491
TNFRSF1A,0.122140119,0.078631739
UBE2M,-0.11145019,0.07863333
CES5A,-0.113635488,0.078664108
GLIPR2,0.116517143,0.078666068
GLP2R,-0.09600781,0.078749364
MIR519A2,-0.11868581,0.078764578
CYP2E1,-0.091076119,0.078778783
DNAH8,-0.064061631,0.078876147
ZNF540,0.238741476,0.078889859
ATG10,0.219537988,0.078932234
NAE1,0.301246024,0.078940914
GGN,-0.107149012,0.078955514
CBLN2,-0.088876357,0.07897829
SNORA60,0.184238393,0.078982116
KRT35,-0.11538956,0.078987207
AP4B1,0.14006675,0.079006361
NCKAP5L,0.085882179,0.079119111
FAM83H,-0.09467544,0.079127944
SWT1,-0.280083679,0.079135996
MEST,0.159473131,0.079159208
CTPS2,0.144130119,0.079207099
GOLGA8O,0.096176619,0.079292052
OCRL,0.13548106,0.079293922
KCNH2,-0.106925036,0.079341511
MAGEC1,-0.099687345,0.079346055
FOSL2,0.209567357,0.079382959
PANX3,-0.095757869,0.079386421
DYRK1B,-0.10063244,0.079388736
SERPINH1,-0.097759071,0.079427894
CYB561D1,0.08977481,0.079438214
TREML1,0.447695619,0.079500453
MXRA5,-0.124651214,0.07950306
PLCE1,-0.102557857,0.079514765
SLC25A14,0.108881024,0.07953649
LYL1,-0.175363167,0.079603962
SAP30,-0.148625262,0.07964751
TSHB,-0.079593214,0.079652133
CDK5RAP1,0.150183571,0.079657018
ZNF668,-0.104289298,0.079660352
ID1,-0.097825393,0.079677535
ARSI,-0.164015595,0.079698587
SNORD14E,0.27056469,0.079709971
MIR100,-0.115661238,0.079720399
F10,-0.117988929,0.079788159
KLF15,-0.110795619,0.079792955
ARSD,0.132979131,0.079809748
SMARCA5,-0.165133357,0.079837607
NYNRIN,0.142301286,0.079838485
RGS18,-0.276520119,0.079844731
RCC2,0.158670429,0.079852546
NUDT4B,-0.227512619,0.07989541
MTA2,0.174993321,0.079906167
AKR7A2,0.09338681,0.079923697
SLC16A8,-0.113216083,0.079928401
HAO2,-0.098632917,0.079942329
OR51E2,-0.135368417,0.080018259
BMT2,0.118686,0.08002212
TBC1D26,-0.103167524,0.080036376
FIS1,-0.203764202,0.080050847
LINC00839,-0.119388964,0.080059476
PTPRF,-0.100122119,0.080060102
AIFM2,-0.101018905,0.080105127
THBS3,0.205013583,0.080147709
CCDC187,-0.111443774,0.08016178
VAT1L,-0.099915571,0.080195384
SCAND1,-0.073733429,0.080260152
NKX2-4,-0.152808774,0.080265032
KHDC3L,-0.109633571,0.080270687
FYN,0.266105333,0.080277507
PP2D1,-0.065561726,0.080332123
CD109,0.159820393,0.08038575
SNORD58A,0.368092786,0.080416103
OR5H2,-0.094337714,0.08046862
KLF2,0.087191905,0.080479399
IRGQ,-0.078176798,0.080510408
PARP8,-0.129321548,0.080520288
WARS1,0.285759536,0.080532467
CPA2,-0.12878219,0.080540921
CYP39A1,-0.064373107,0.080578852
TEX29,-0.120613881,0.08058713
ZNF485,0.181997905,0.080597531
RAB33B,0.158943464,0.080659319
GFPT1,0.18957344,0.080718467
PPM1J,-0.080039107,0.08073256
F12,-0.111904833,0.080762193
NPRL3,-0.322618679,0.08078514
AJM1,-0.112267036,0.080824634
POP7,-0.095032179,0.080830139
RERE,0.113908631,0.080836239
LAMA4,-0.104386857,0.080847208
BCL3,0.166760036,0.080860341
CHMP2A,0.138373214,0.080891627
WNT3A,-0.120109417,0.080898518
MPEG1,0.21018869,0.080908314
ANAPC5,0.174525274,0.080931217
STOML2,-0.18098681,0.080962565
FER1L6-AS2,-0.112211655,0.080996306
NHERF4,-0.138154881,0.081038017
SAA3P,-0.086460988,0.081089133
RASSF8,-0.075670429,0.0811393
COL4A2,-0.110148357,0.081187731
LRTOMT,0.10542406,0.081192652
CFAP410,-0.077884345,0.08120448
SPATA31D5P,-0.104495988,0.081226388
HIPK4,-0.122280952,0.081231512
NAGS,-0.087473083,0.081244031
P2RY13,0.141900238,0.081246282
POMGNT1,0.090057381,0.081270041
MIR184,-0.103160714,0.081313435
TCEAL6,0.100139655,0.081318316
MCF2L,-0.079862036,0.081426785
DPYSL2,0.26963825,0.081432258
MTERF4,0.162418964,0.081477908
PIP5KL1,-0.133679369,0.081481156
AVP,-0.100680917,0.081503581
GRM6,-0.113677321,0.081507773
MAL,0.337557881,0.081518574
TTR,-0.108212286,0.081519734
NLRP10,-0.127755548,0.081543619
WT1,-0.131665738,0.081563507
FEN1,-0.061227988,0.0815852
BHLHE41,-0.087370738,0.081589945
NOSTRIN,-0.067435655,0.081598854
AKAP13,0.132549286,0.081605122
ADM,0.235769607,0.081605532
GUCY1A1,0.220095298,0.08162147
PITX1-AS1,-0.113591905,0.08164759
ERG28,0.227457464,0.081659402
NCK2,0.147101833,0.081674057
C9orf43,0.064570607,0.081707425
ELN,-0.097046012,0.081752945
LOC150596,-0.074443131,0.081794194
TBX6,-0.104033988,0.081800592
NHP2,0.181308607,0.081821524
MRPL20,0.186584107,0.081828115
RBMS2,0.176184762,0.081831877
GLUL,-0.1084475,0.081855419
SPA17,0.16460006,0.081864053
HSF1,-0.081978917,0.081869523
NOPCHAP1,0.135473607,0.081885757
MISP,-0.114837,0.081973679
IMPA2,0.195728048,0.082002257
SLC20A1,0.203620167,0.082011327
NKAPP1,0.156280536,0.082027934
TBL1X,0.210187226,0.082043309
PDE6A,-0.103408952,0.082058214
ARPP21,-0.088577381,0.082079732
PRR30,-0.108728214,0.082101579
PIK3R4,0.116483321,0.082163896
POLR2M,0.249240262,0.082230307
SLURP1,-0.090791976,0.082252113
LINC00910,0.131491333,0.082259782
NLGN2,-0.117859964,0.082316583
ZNRF1,-0.090522798,0.082376019
ORC2,0.130554821,0.082411064
CASP12,-0.070606202,0.082427574
DOK1,0.105538107,0.082442441
MAP2K4,-0.179903262,0.0824438
MIRLET7A1,-0.093140321,0.082512106
SHE,-0.10590756,0.082513937
SHROOM4,-0.115421321,0.082557136
GPAT2P2,-0.151197917,0.082561672
OR2T10,0.15002781,0.082603413
USP37,0.174240893,0.082666009
TMEM218,0.118155667,0.082704765
C2orf15,0.1384645,0.082810012
SYT7,-0.086167964,0.082849839
SNORD116-12,0.184231476,0.082865173
GEMIN8,0.178747619,0.082957185
PI3,-0.45436606,0.082991317
CHST5,-0.128541631,0.082999424
PIH1D1,0.106925405,0.083031174
AMH,-0.095362095,0.083039516
BLID,-0.102323155,0.08305556
SLC35F5,-0.136782214,0.083066518
PTDSS1,0.188622179,0.083077962
DCTN3,0.063247488,0.083141727
PHF3,-0.139649452,0.083157641
MIR181B2,-0.139043167,0.083228911
CCDC140,-0.10828319,0.083241411
NF2,0.129252679,0.083243646
TRARG1,-0.107838131,0.083244545
ATCAY,-0.11547919,0.083265547
SPP2,-0.089686262,0.083301949
GRIP2,-0.130256321,0.083306604
MMRN2,-0.083947238,0.083323899
RRM2,-0.219909738,0.083349899
LCE2D,-0.137458167,0.083448445
CRYZL1,0.168788488,0.083488356
ZFAND2B,0.090352179,0.083525072
ARMC5,-0.082085131,0.083554877
MRFAP1,-0.088892952,0.083614372
ABI2,0.138336607,0.083667584
ST7L,0.098382726,0.083672513
EMC3,-0.223258905,0.083744047
TFR2,-0.189076476,0.083753172
ZNF626,-0.193531905,0.083821768
LAMP5,0.112568798,0.083824259
RAX2,-0.111085536,0.083855973
GATA2,-0.219693655,0.083862131
SIX3,-0.089532452,0.083873359
SKAP1,0.317649,0.083932812
DPRX,0.101421286,0.083937876
CAVIN1,-0.111277107,0.083938351
FAM184A,-0.070243595,0.08398055
CD3G,0.405945583,0.083981783
XKR5,-0.090246762,0.083997656
KCP,-0.141223976,0.084028882
UQCC1,0.157927774,0.084107787
NME8,0.30005994,0.084205417
YLPM1,0.144955571,0.084261316
PDLIM5,0.10234419,0.084281002
RAD51B,0.151372893,0.08433397
HTN1,-0.08698375,0.08436232
PCMTD1,-0.143997024,0.084365144
RSPO2,-0.122101857,0.084376744
MZT2A,-0.119369214,0.084395676
CDC14B,0.139915405,0.084437853
LAPTM4A,0.104412976,0.084483208
IGSF3,-0.114958429,0.08450732
SNAP29,0.124855143,0.084512712
PISD,0.199063762,0.084525149
UGT2B28,-0.123998833,0.08454392
INSL6,-0.088154976,0.08459976
CACNA1B,-0.107982893,0.084604289
ORAI3,0.109149179,0.084623398
C21orf58,-0.122845179,0.084743667
MED26,-0.071829738,0.084786561
SNORA14A,0.18668006,0.084842066
PRAG1,0.114613167,0.084857235
NOX1,-0.092913524,0.084861416
YPEL5,-0.127410714,0.084899401
DDX55,0.13293025,0.084907376
HCFC1R1,-0.095565655,0.084910705
SLFN5,0.317940155,0.084928591
ADIRF,-0.107207881,0.084942118
APOL1,0.251294619,0.084968595
APOA2,0.097355536,0.084997364
COL9A2,-0.127296679,0.085005869
DNAJC24,0.248435048,0.085028535
PDSS1,0.139229,0.085045836
MYRIP,-0.095804286,0.08505014
FNDC3B,0.155731643,0.085074632
GTPBP8,0.213730524,0.085116778
NR1D1,0.133440024,0.085141564
CFAP74,-0.116898952,0.08515456
GLYAT,-0.109732845,0.08516516
LINC00334,-0.114966964,0.085238596
MCM5,0.126498393,0.085266126
STATH,-0.075757107,0.085299804
KDM1A,0.217119488,0.085402306
C4BPB,-0.09890769,0.085423837
CDKN2C,-0.105543774,0.085490359
TARS2,0.081762655,0.085496998
CASP6,0.188317488,0.085532043
IGSF8,0.066892095,0.085583672
MAOA,-0.170004131,0.08577271
NR0B2,-0.116519964,0.08579049
TAS2R50,0.285482357,0.085816228
ADA,0.265486893,0.085869
TSSK4,0.162489714,0.085870942
TNFRSF11B,-0.075626952,0.085937088
KDM5D,-0.676817833,0.085996477
ZNF100,-0.239382833,0.086019308
ERRFI1,-0.084623738,0.086035955
SLC16A11,-0.102773464,0.086089309
ANKRD24,-0.10047944,0.086184241
TERB1,-0.06873119,0.086259787
INKA2,0.296795321,0.086287184
DHRS13,0.185635345,0.086300701
TYMP,0.155574405,0.086310372
PSENEN,0.119903571,0.08634672
MRRF,0.18710594,0.086353212
C1GALT1C1L,-0.095557833,0.086374232
AREL1,0.140127821,0.086374485
MTARC2,-0.104289619,0.086387495
NDUFC1,-0.080591619,0.086389254
P2RX1,0.232960107,0.08641101
GRP,-0.114950452,0.086419776
SUSD3,0.147000238,0.086423388
SSX6P,-0.097870976,0.086427263
SYN2,-0.125614286,0.086476927
LOC642696,-0.110925179,0.086477254
PYGO1,-0.108007167,0.086499914
ZCCHC7,0.130367631,0.086505297
PRR23A,-0.137658702,0.086522391
SCAP,0.15609306,0.086527318
GABRE,-0.101976429,0.086549182
LOC100129434,-0.101760583,0.086561818
BCL2L13,-0.132713071,0.086589538
RTP2,-0.11955444,0.086641836
NVL,0.189135631,0.086656566
LINC01121,-0.114725429,0.086668124
LOC401127,-0.104815298,0.086711328
CSHL1,-0.106040119,0.0867463
IGDCC4,-0.11248506,0.086819954
SCGB1A1,-0.122688512,0.086869373
ALKBH2,0.095297536,0.086869813
LOC644669,-0.066049893,0.086878518
MYH4,-0.113138024,0.086884717
FBXL19-AS1,0.086637702,0.086886719
SAFB2,0.083643179,0.086896258
FBLIM1,-0.10758156,0.086898582
ABCB8,-0.086201726,0.086917071
ABCG2,-0.301955214,0.086931143
PRDM11,0.080273726,0.086992838
ANTXR2,0.174606667,0.087025898
PSME2,0.287183226,0.087039945
CNP,0.210891667,0.08708018
ARRDC2,0.115266929,0.087118193
RERGL,-0.07892494,0.087118212
CEP170B,-0.106935036,0.087125141
LOC439938,-0.123804048,0.08716347
LINC00158,-0.072222524,0.087170593
ARHGAP17,0.187887869,0.08717686
MORN5,-0.124502262,0.087208097
LOC401320,0.11999569,0.087274041
GIPC1,-0.085837857,0.087278237
ARHGEF15,-0.097199,0.087316124
PPP1R13B,0.118342714,0.087367053
TWIST1,-0.095635833,0.087370419
NKX2-3,-0.113253643,0.087376062
PTBP3,0.114382976,0.087390879
LYNX1,-0.09044556,0.087402153
MTMR9,0.115847619,0.087434354
LAMTOR2,-0.07055319,0.087487086
SACM1L,-0.129009667,0.087579344
DCAF4,0.176182869,0.087631274
PRPF38B,-0.151828714,0.087735684
MAGEB10,-0.098434429,0.087745065
PSME4,-0.177493393,0.087751776
SND1-IT1,0.18731956,0.08778969
SNORD4B,0.293083607,0.087802398
TPX2,-0.181452214,0.08782577
HOOK2,0.094371893,0.087877055
SYCP2L,-0.233681929,0.087895303
LINC02897,-0.12536425,0.088018205
AGTRAP,0.139210988,0.088046854
PFDN6,-0.127422131,0.088139061
GSPT2,-0.165815393,0.088231205
GET4,0.069285726,0.088232259
LOC729040,0.163027714,0.088232386
OOSP2,-0.109833476,0.088277941
CST3,0.185956786,0.088286513
EML3,0.111780679,0.088289701
NTSR2,-0.097593619,0.0882992
E2F2,-0.348228643,0.088354426
KCNB2,-0.121708976,0.088435168
GATA3,0.229000738,0.088437945
CHAMP1,0.173893893,0.088443963
CYBA,0.093854083,0.088450537
TMEM183BP,-0.151171905,0.088464715
THOC7,-0.261585488,0.088490325
CTSV,-0.110018202,0.08850251
PIK3R1,0.136723857,0.088516177
RASL10A,-0.100429881,0.088575032
PDXK,0.103635655,0.088584506
HDHD5,0.11315056,0.088598229
KLK9,-0.122425786,0.088637158
C19orf67,-0.101707179,0.088648528
PPP2R5A,-0.219688798,0.088659283
NUDCD2,0.175505333,0.088667526
NDUFB5,0.227781476,0.088691689
PCDH15,-0.084656988,0.088804639
ALDH3A1,-0.088998798,0.088809208
NAA40,0.201431714,0.088813693
PLAU,-0.131798964,0.088872027
RASA1,-0.12967831,0.08887241
CDKAL1,0.210918786,0.088902141
OR5AR1,-0.084602262,0.088911159
HSPB6,-0.112605393,0.089038425
ZWINT,-0.095833452,0.089057489
FAM87A,-0.111858155,0.089099225
MYH14,-0.098143655,0.0891265
TYSND1,0.062339179,0.089161089
SSRP1,-0.106473881,0.089217635
TNFRSF10B,0.158217143,0.089243859
PTGES,-0.12141275,0.089343023
SNORD20,0.199789774,0.089350494
ALG1,0.078606536,0.089405269
CCDC78,-0.096635857,0.089421214
NRK,-0.083945405,0.089422111
ZMYM5,0.128825024,0.089561574
NPAP1,-0.13203669,0.089584379
MEOX1,-0.093844083,0.08959923
LOC400464,0.18229906,0.08960527
PSMD9,0.117557036,0.089610159
NBPF25P,0.127079643,0.089632726
CNGB3,-0.071653179,0.089638946
POLR2J,-0.108954893,0.08964867
TLCD5,-0.092145286,0.089723819
CHST6,-0.118371786,0.089800429
SAMD4A,0.115611917,0.089829459
UCKL1,0.10475969,0.089833746
LCN6,-0.105566714,0.089841431
MOCS1,-0.093137393,0.089898683
ELOVL7,0.343054083,0.089990875
RASEF,-0.085136226,0.090032566
PREX2,-0.087658155,0.090064826
ANKRD30A,-0.096527524,0.090101815
RPS2P32,-0.06934431,0.090121848
C7orf57,-0.094877798,0.090135497
RCOR2,-0.100043071,0.090177806
AOC1,-0.138465095,0.090213051
EMC8,-0.072674738,0.090285364
TMPPE,0.132290202,0.090300417
EMP3,0.109231429,0.090301345
CC2D1B,0.107344655,0.090321976
GPATCH3,0.082596869,0.090369892
SEH1L,0.188244417,0.090426196
SH2D2A,0.200900333,0.090471252
ATG4C,0.22352756,0.090488929
RYK,0.168156833,0.090517554
TUBGCP2,0.110356845,0.090563168
SCIN,-0.100206107,0.090570696
DGKD,0.17941975,0.09062632
UBL7,-0.160497857,0.090627749
CALY,-0.108071762,0.090668537
JAK2,-0.195601905,0.090678288
WFDC2,-0.12192106,0.090708594
IREB2,0.11390294,0.090715581
UPK3A,-0.101654786,0.090782877
C1QTNF1,-0.120227131,0.090809289
OR1I1,-0.109842905,0.090859641
KANK1,0.096493345,0.090867237
TAF12,-0.112110631,0.090876068
PBK,-0.106485905,0.090877457
HOOK1,0.194994488,0.090877873
LOC100132099,0.191054393,0.090907694
PDLIM7,0.185468845,0.091021054
NCCRP1,-0.118568083,0.09111356
ERICH6,-0.09547219,0.091117927
DHX33,0.104452762,0.091124709
ELOB,-0.120523333,0.091133974
UBL5,-0.166338833,0.091142169
SERTAD1,-0.085644595,0.091159643
CIMAP3,-0.07626769,0.091186541
C1RL,0.20007019,0.091190536
LOC100128922,-0.07729069,0.091226838
DNAJB4,-0.181090857,0.091227091
YARS1,0.21592225,0.091235861
GCKR,-0.0939385,0.091236872
WDFY3,0.224679964,0.091332833
ITPA,0.134940536,0.091356563
TBXAS1,0.150962738,0.091380918
NTN4,-0.078364667,0.091413896
C3orf62,0.252361607,0.09149719
WNT10A,-0.091587119,0.091513444
RPS4X,0.216295476,0.091547037
SYNPO,-0.089378893,0.091561933
TUBGCP5,0.18417775,0.091653096
KIF19,-0.10336406,0.091804111
SGO2,-0.107677571,0.091834536
ANKRD36BP2,-0.243907857,0.091834822
HERC3,0.125268571,0.091851827
GJA5,-0.09648569,0.091858117
ZNF140,0.180690429,0.091929544
TRIM61,0.125532429,0.091939621
SELENOT,0.084396905,0.091986819
SNCA,-0.1924625,0.091998554
KIFC2,-0.096327929,0.092006818
RTL8A,0.102911036,0.092018097
C8orf33,0.118642821,0.092018262
OVGP1,0.099999095,0.092036531
NOB1,0.187915131,0.092046716
RTCB,0.256865798,0.092046919
SLC26A9,-0.112094774,0.092069492
CLPX,-0.14743894,0.092143326
FNDC11,-0.102529107,0.092152332
