Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
BIVM-ERCC5,0.103159476,0.280286155
NIBAN2,0.103146524,0.107294153
SLC25A32,0.103104512,0.359886618
VPS25,0.103104393,0.125791926
LMAN1,0.103097631,0.593095774
PDE9A,0.103055286,0.137439565
MRPL18,0.103025976,0.363059034
LOC101927181,0.103008071,0.31052779
POLG,0.10299544,0.047739538
RBAK,0.102934405,0.414749762
RTL8A,0.102911036,0.092018097
SLC16A6,0.102876405,0.330908072
MPL,0.102864155,0.41715257
DPYD,0.102852976,0.142353067
ATF1,0.102824893,0.214166518
AIP,0.102805333,0.046879332
FRY,0.102797929,0.343941803
RPA1,0.102794179,0.147000023
PBXIP1,0.102783952,0.28382139
GNA11,0.102757798,0.065930938
FAM50A,0.102750083,0.037722056
COQ2,0.102747595,0.127223797
DIP2A,0.102662476,0.282173211
PIGC,0.102591607,0.037440623
SETMAR,0.10244194,0.149294061
MIRLET7BHG,0.102346536,0.119704317
PDLIM5,0.10234419,0.084281002
ARHGAP45,0.102321679,0.157268183
UFC1,0.102283976,0.428773872
MZF1,0.102261476,0.067604908
PFDN4,0.102216024,0.539005574
RPL21P44,0.102186905,0.321628465
CENPH,0.102122548,0.523758261
C22orf39,0.102107357,0.007699477
LOC100128775,0.102062476,0.13273017
ZNF778,0.102030881,0.056576792
KIF5A,0.101980536,0.11534752
RNPEP,0.101939881,0.205050422
LOC100130156,0.101889226,0.305340211
C21orf62-AS1,0.101876476,0.130754229
H2AZ2,0.101852571,0.100604472
AQR,0.101831512,0.215560036
LOC401357,0.101771,0.105169178
PWAR6,0.101761548,0.308925837
OTULINL,0.10174806,0.314965304
DPPA3,0.101739095,0.230226143
RANGAP1,0.101726238,0.163461685
GTF3C4,0.101700274,0.164975719
MED16,0.10167944,0.235785396
ZNF79,0.101677155,0.051121934
ZNF513,0.101660643,0.017784143
GUSBP1,0.101645,0.398904556
SNHG21,0.101638524,0.272466156
CCDC146,0.101628143,0.535249447
SMG6,0.101627155,0.092442006
ORC4,0.10162331,0.264753714
BORCS6,0.101619179,0.048102816
C20orf203,0.101575393,0.280606254
MIR301A,0.101457095,0.404498092
DPRX,0.101421286,0.083937876
TLE4,0.101363357,0.255592513
PREB,0.10134906,0.012668623
PPIP5K1,0.101328929,0.111219931
INTS6L,0.101302905,0.151545537
RASA2,0.101299214,0.159428843
GAS6-AS1,0.10129044,0.396218247
CAMK2G,0.101271429,0.17485127
DAD1,0.101256429,0.042720584
CNBP,0.101244607,0.105801423
LRRC8B,0.101217655,0.373478699
IPMK,0.10121756,0.366363809
FAM217B,0.101208131,0.218089063
C5orf63,0.101196119,0.533893166
EEF2K,0.101183857,0.233543783
ZNF746,0.101171667,0.261058435
GDPD3,0.101159833,0.359425067
FUT7,0.101134452,0.323666161
RBM28,0.101127905,0.121950661
ADCY4,0.101122857,0.229717472
IQCE,0.101101798,0.133891342
CHST10,0.10108894,0.148146651
GTF2H5,0.101036488,0.503586399
LRP10,0.101001429,0.259011697
CREB5,0.100940357,0.369342357
ATP6V0A1,0.100895226,0.229242281
DTWD2,0.10082294,0.224967332
CLUAP1,0.100822631,0.279936872
C9orf57,0.100799857,0.102380324
ZNF7,0.10077106,0.074240448
HIP1,0.100742202,0.220170901
PGM1,0.100723488,0.303750773
SNX30,0.100659238,0.193242664
TRIM28,0.100649,0.077547184
F2RL1,0.100644893,0.46263884
MIR4453HG,0.100636821,0.073955069
MAPK13,0.100633643,0.28411951
BCKDHB,0.100627119,0.450051316
ST6GALNAC3,0.100576298,0.517757638
MED29,0.100568179,0.009306254
CXCR5,0.10056206,0.629185047
PRMT7,0.10054325,0.114022116
OXCT1,0.100528214,0.514655523
CCSAP,0.10051606,0.204831607
OLFML2B,0.100483012,0.108529305
PTRH2,0.100476857,0.236430658
PPIG,0.100458369,0.428878328
EXOSC5,0.100456274,0.061824116
ZNF532,0.100447464,0.267763492
YRDC,0.100429583,0.021129897
CTAGE1,0.100429369,0.040816977
UBR5,0.100387214,0.243760368
MYO1E,0.100330131,0.181808298
MKS1,0.100308512,0.104571785
VAMP4,0.100307238,0.420240843
MTCH2,0.100298821,0.333454992
CARS1,0.100264512,0.116128578
DUS1L,0.10024869,0.16212176
UBQLN4,0.10024,0.061069466
ACTR3B,0.100222833,0.03906989
TBC1D32,0.100222381,0.391069839
CD207,0.100142155,0.119806542
TCEAL6,0.100139655,0.081318316
SLC35E1,0.100130131,0.06347274
UQCRH,0.100107345,0.353392507
SH3BP1,0.100013071,0.101160155
OVGP1,0.099999095,0.092036531
OR52B4,0.099965786,0.173895046
TIGAR,0.099933274,0.317310949
FUZ,0.099878643,0.22709378
HACE1,0.099875143,0.351351229
LSM12,0.099864167,0.200442701
DAGLA,0.099811012,0.194607793
YEATS2,0.099776298,0.054640184
CPSF3,0.099753845,0.324631855
UBE3C,0.099731643,0.151745522
MRFAP1L1,0.099701714,0.232086278
ARSB,0.099684893,0.214290616
CSPP1,0.099629857,0.380154561
TRIM3,0.099616929,0.014327933
ALOX15,0.099612476,0.654351419
LOC100130713,0.099612321,0.093636765
NFS1,0.099573024,0.045956422
SLC15A2,0.099570988,0.327775396
CENPBD1P,0.099550321,0.181192639
ZNF823,0.099548095,0.357557228
ANKLE2,0.099508286,0.031444204
TPMT,0.09950525,0.545249747
TMEM123,0.099454643,0.480231174
COASY,0.099440667,0.04106792
SCP2,0.099404667,0.416057053
ZFP36,0.099391667,0.117142188
TRAP1,0.099385095,0.217636868
ABHD14B,0.09933431,0.055976882
CYP20A1,0.099244952,0.396405954
PLEKHH2,0.099177417,0.099597504
PFN1,0.099156905,0.020514309
IQCG,0.099155476,0.312373652
OSGEPL1,0.09912119,0.394942297
MAN2A1,0.099115226,0.158749357
MMACHC,0.099067714,0.031638106
LINC00596,0.099013548,0.131798148
PRKD2,0.09900406,0.303236768
LAMTOR5P1,0.098966167,0.104306573
ZNF331,0.098957417,0.123165913
PITPNM2,0.098953464,0.188047478
TMEM144,0.098918131,0.575196162
IPO5,0.098906405,0.440758404
RNF185-AS1,0.098881012,0.257756219
RPS6KA4,0.0988,0.067650897
BACE1,0.098773405,0.023145138
LOC100233156,0.098754655,0.494010046
HHLA2,0.098752893,0.128743846
INTS2,0.098727095,0.309155699
TAS2R43,0.098698012,0.670680623
VPS16,0.098658119,0.017198082
RMDN3,0.098651643,0.280525348
CCDC25,0.09862406,0.308804147
SLC26A8,0.098598798,0.683833143
APBA3,0.098596893,0.037900803
FUS,0.098528976,0.233240819
JOSD1,0.098395821,0.229553529
ST7L,0.098382726,0.083672513
CPTP,0.098249357,0.037838585
ZNF677,0.098243321,0.20732461
EIF5AL1,0.098205024,0.34082858
MAP1S,0.098168857,0.16263737
SNURF,0.098164988,0.429807398
KATNB1,0.098148976,0.131709996
OR56A3,0.098120774,0.174826172
WDR5B,0.098109881,0.339597716
BUB3,0.098105798,0.420910244
YIPF3,0.098093095,0.1260704
SNAP47,0.098063702,0.049343289
ZNF25,0.098059262,0.293862992
MUCL1,0.098056738,0.138706269
TMEM192,0.09803969,0.169579627
ACTB,0.098030952,0.015351772
C11orf21,0.097972702,0.076297428
ABCA7,0.0979165,0.441769842
LOC100420587,0.097892738,0.192828182
OPTC,0.097886202,0.129641812
SLC25A5,0.097845702,0.17949949
PTCD3,0.097822298,0.51420101
PTCD2,0.097820107,0.269742798
DNMT1,0.097816857,0.293912259
MED18,0.097814464,0.095531716
LOC100128816,0.097806083,0.290339524
CTBP2,0.097774821,0.200647801
WRAP73,0.097769167,0.07172923
RNPC3,0.097742238,0.354788417
TTC17,0.097739595,0.149426492
FEZ1,0.097735988,0.126436476
MYO19,0.097671262,0.194713164
GNRHR,0.097626179,0.116312115
CLTA,0.097620786,0.10788046
OLFM2,0.097603238,0.09268379
EPYC,0.097577381,0.120044629
ORMDL2,0.097566357,0.075340342
LINC00544,0.097508798,0.099857091
SNRK,0.097475119,0.19347418
RPL23AP5,0.097473095,0.345931645
OR52E6,0.097468476,0.099236973
H4C8,0.097427488,0.55558881
ZNF596,0.097384631,0.269292345
APOA2,0.097355536,0.084997364
KHNYN,0.09730425,0.106673095
LOC494127,0.097266286,0.167765734
CCT3,0.097254952,0.2937116
RAP1GAP2,0.097184452,0.118567365
FNDC3A,0.097176964,0.129379749
AKAP6,0.0971315,0.216887158
ZFAS1,0.097100262,0.327504893
AFG1L,0.097097131,0.209558057
KLHL15,0.097077964,0.050863606
ZBTB48,0.09707081,0.038734023
RPGRIP1,0.097053857,0.366625445
MMP1,0.097032429,0.471907304
GPD1L,0.097016774,0.283194993
SNORA2B,0.097016667,0.289403717
DCHS1,0.096993238,0.05670137
SPINK2,0.096939774,0.094230579
MAPKBP1,0.096879274,0.012713147
CLDN12,0.096878726,0.171030567
H1-4,0.096824643,0.214249169
PHAF1,0.096705167,0.114086198
SPMIP4,0.096700905,0.225201371
TPM3P9,0.096690952,0.105360783
SEMA4B,0.096685226,0.231141606
SCYL1,0.096635083,0.164162213
THAP2,0.096501512,0.380383597
TBC1D20,0.096496881,0.019485678
KANK1,0.096493345,0.090867237
COPE,0.096492976,0.127789064
NLGN3,0.096478024,0.198541337
TIMM8A,0.096470036,0.319337262
FAM161B,0.096468357,0.00888541
ATP5F1B,0.096457857,0.306858715
KLHL6,0.096437286,0.216063424
FCGR2A,0.096414167,0.177115164
SAXO2,0.096410536,0.346987853
BBS10,0.096337262,0.333176819
CSTA,0.096329988,0.526009698
ACOT8,0.096316917,0.006630238
MAPK6,0.096284226,0.445031593
MCFD2,0.09622394,0.178158521
ZSWIM3,0.096219536,0.104115508
WBP2NL,0.096213857,0.28993668
GOLGA8O,0.096176619,0.079292052
POLR2C,0.096140702,0.106461556
NAGPA,0.096136429,0.074451005
ANKHD1-EIF4EBP3,0.09606381,0.075519704
CLASRP,0.096050083,0.05234916
ADCK1,0.096049119,0.162348054
CADM2,0.09602019,0.266895295
ATP13A3,0.095981464,0.380681694
CWF19L1,0.095980012,0.203904644
NAPSB,0.095970238,0.566771416
CWF19L2,0.095947738,0.416799234
ADAMTS5,0.095945738,0.205628325
MAPKAPK3,0.0959395,0.049803811
TUBGCP6,0.095910845,0.076049617
GATC,0.095909583,0.207715306
PLPP6,0.095891286,0.297912596
BTBD10,0.095820131,0.362640628
MCL1,0.095813929,0.125237038
GFRA2,0.095802905,0.410986483
OR1S2,0.095737595,0.262801348
BLOC1S2,0.09569106,0.337653021
BECN1,0.095689571,0.097842645
RGMB,0.09554656,0.243038939
SEPTIN11,0.095497905,0.389342636
ATP5PD,0.095481905,0.342016952
PSMD8,0.095429476,0.235152193
SNORA38,0.0953565,0.165889668
LOC100287896,0.095353107,0.124802463
AATBC,0.09534406,0.332275171
CHCHD7,0.095343607,0.328742655
CEP83,0.095330762,0.350881971
RPS6KA5,0.09532506,0.467500216
PDZD4,0.095314238,0.285687268
ALKBH2,0.095297536,0.086869813
MPV17L2,0.095244048,0.042646077
RPS28,0.095241667,0.247715319
GALNT11,0.095227286,0.231419406
AKAP3,0.095219083,0.05621569
ACOD1,0.095124036,0.095202502
ANAPC4,0.095109143,0.355411828
RXRB,0.095102643,0.07596041
ACTR1A,0.095094167,0.05555286
RALY,0.095089631,0.037108133
TFAP4,0.095073976,0.069557613
CNNM3,0.095046333,0.109676512
ZNF75A,0.095045607,0.37099231
MOCS3,0.095025774,0.162625716
ZNF335,0.095005976,0.052368387
IQSEC1,0.095000714,0.220587217
ABAT,0.094995655,0.438175107
NR1I3,0.094978393,0.144833625
DEFA6,0.094958048,0.146137129
BRMS1,0.094939476,0.048431668
SYNJ2,0.094926095,0.130956912
VRK3,0.094837548,0.123264106
PPP1CA,0.094821667,0.163287413
PAPSS1,0.094777976,0.497193732
MFSD10,0.094747131,0.075776533
PMS2P1,0.094743726,0.316352348
PCID2,0.094727869,0.491307088
PAFAH2,0.094672905,0.232583113
PABPC4,0.094637714,0.370751396
IL18BP,0.094593738,0.061321198
EFCAB2,0.094576226,0.156208155
CEP70,0.094571893,0.436458754
ZFHX3,0.094567488,0.097343565
ZNF136,0.094559167,0.287648254
TMEM71,0.094516786,0.381688925
RNF5P1,0.094496179,0.396514861
ARIH1,0.094480321,0.070039919
SIDT1,0.094480048,0.524665797
LOXL3,0.09447331,0.118647833
CCDC122,0.094414667,0.243611459
CLBA1,0.094390619,0.151990643
DHODH,0.09438,0.052471826
HOOK2,0.094371893,0.087877055
SIRT3,0.094343976,0.100881268
WWC3,0.094343976,0.337266115
NSMCE4A,0.094342964,0.392394646
VARS2,0.094340036,0.055768486
MMP25,0.094339655,0.540797653
RPL5,0.094274417,0.463553005
ENDOU,0.094244464,0.129701105
ZNF558,0.094173083,0.428304733
TAAR2,0.094161893,0.127130158
PDLIM2,0.094071238,0.102104393
SMPD3,0.094003631,0.51863316
MIR646HG,0.093925321,0.657040064
NSMAF,0.09389906,0.28803676
ARF4,0.093895833,0.046881298
LOC645261,0.093875381,0.069973603
CYBA,0.093854083,0.088450537
URB1,0.093818226,0.162683084
PGA4,0.093793119,0.539147998
CEP295NL,0.093774762,0.420282458
AP5M1,0.093755821,0.215285691
SPINK6,0.093684512,0.217775019
RPL31,0.09362975,0.69165078
PGBD2,0.093622274,0.305834027
PCSK5,0.09358244,0.203848136
CYP2U1,0.093542024,0.133626753
PCDHB4,0.093529524,0.16868964
SELPLG,0.093527857,0.16704935
CDKL2,0.093516571,0.045666423
SLC6A6,0.093494405,0.352223475
BLZF1,0.093472643,0.361242473
CHRNA10,0.093435488,0.265235537
RNPS1,0.093426476,0.044152454
LYRM7,0.093412536,0.500333849
ZNF407,0.093405452,0.19956467
ZNF879,0.093394738,0.264066211
GLYCTK,0.09339044,0.04531658
AKR7A2,0.09338681,0.079923697
LATS1,0.093305679,0.132478419
SDE2,0.09329844,0.180207018
ZNF22,0.093265095,0.525330409
LRRC58,0.09325831,0.283525383
FLAD1,0.093255071,0.047041038
AHI1,0.093224238,0.464668757
ADNP2,0.093182643,0.247945728
IL15,0.09317594,0.332158715
PCNX1,0.093126071,0.383193135
RBBP6,0.093108262,0.115986084
VWA5A,0.093096464,0.173422587
MIR223,0.093050595,0.443270314
ZNF846,0.093034548,0.470517058
ATP2A3,0.093027976,0.193599182
UBP1,0.093025429,0.181239797
GBA2,0.093005702,0.163780898
MDC1,0.092906786,0.360229091
PFKP,0.092849631,0.401355771
KRT8,0.092821048,0.129413211
PSG2,0.092758095,0.246977052
CFAP44,0.092747869,0.38955438
SLC1A4,0.092743702,0.3195154
SLC2A6,0.092684524,0.211323165
PCCA,0.092677643,0.327888355
GSTO1,0.092670821,0.304153921
YIF1B,0.092641119,0.097398594
RUFY1,0.092592119,0.275180979
NCF1C,0.092544762,0.345003154
FUT10,0.092540452,0.444411667
CYP1B1,0.092525464,0.562459851
UPK3BL1,0.092515476,0.214398785
MTM1,0.09251125,0.274017752
LOC100499484,0.092480167,0.229754247
SLC38A7,0.092469274,0.078301363
PHF14,0.092467262,0.460533889
ICE2,0.092357286,0.490613945
TSPAN16,0.092342167,0.333716659
DSTYK,0.092338417,0.050100993
ST20-MTHFS,0.092159714,0.418727885
RAB3A,0.092142095,0.040861011
MBLAC2,0.092125262,0.271098484
CARD11,0.092093083,0.391250465
CNTRL,0.092084702,0.383536605
HNRNPCL1,0.092070655,0.16234268
ZNF585A,0.092059083,0.270590782
LY75-CD302,0.09205631,0.177943803
ARHGAP5,0.091930476,0.445477095
TBC1D5,0.091878631,0.151868244
RALGPS1,0.091836024,0.142979303
IRF4,0.091834952,0.165002801
SLC30A9,0.091815524,0.361870521
TLR2,0.091762024,0.59072261
H3C4,0.091754524,0.4159545
CABLES2,0.091739905,0.164104329
DHX57,0.091739536,0.387334807
ZNF182,0.091720333,0.119425979
CDK5,0.091715833,0.229596014
FASLG,0.091706071,0.387973157
SLC10A5,0.091680595,0.349087733
CCR6,0.091664857,0.503394887
ADAM15,0.091660631,0.184653118
MVK,0.091612917,0.070151114
ATP1A3,0.09156056,0.279833359
ARL6,0.091551976,0.327414689
ARK2N,0.091507214,0.474656532
KYAT1,0.09148531,0.040147722
GDPD1,0.091484393,0.28952938
GFM2,0.091481595,0.260836776
FSHB,0.091464,0.128605649
ELOVL4,0.09146306,0.317571326
KLHL42,0.091388405,0.103947938
CARD8,0.091383917,0.170611404
MARCHF6,0.091346667,0.073987549
TAF8,0.091286774,0.311033014
CEACAM4,0.091209595,0.544122964
MRM2,0.091201083,0.116051947
EFHB,0.091187548,0.07809901
PPIA,0.091144881,0.334714525
DDX19B,0.091136274,0.135630334
KLHL20,0.09112969,0.314221941
MYG1,0.091033357,0.242533424
FAM124B,0.091025238,0.100522105
TLR6,0.090974381,0.423228613
TPST2,0.090913012,0.186795515
PLPBP,0.090875143,0.113230708
SAMD9L,0.090871548,0.58646076
DTD2,0.090852095,0.483939557
MED19,0.090847548,0.092539051
PTGES3L-AARSD1,0.09082706,0.069123023
NFYC,0.090821107,0.16396626
PNPLA1,0.090820274,0.521768821
HSPA8,0.090814405,0.332367903
IDS,0.090803571,0.30923604
INPP5B,0.090793607,0.202500837
ZNF496,0.090786607,0.218572934
ARHGAP26,0.090754762,0.333310134
GSN-AS1,0.090750012,0.184874417
RETREG1,0.090728702,0.3552123
DCP1B,0.090722202,0.404756847
INSIG1,0.090578095,0.361007224
CHCHD5,0.090571024,0.036579614
SAMHD1,0.090534286,0.55647705
AIM2,0.090530405,0.687338966
ZSCAN32,0.09045,0.009640144
CLEC9A,0.090439143,0.493753779
MIR147A,0.090435036,0.244457412
ZFAND2B,0.090352179,0.083525072
LINC00852,0.090347679,0.297581042
ETV5,0.090324333,0.250617518
ZMYM1,0.09028206,0.396630604
TMTC3,0.090278774,0.470270602
ARL11,0.090255548,0.424379725
SEC61A2,0.090251286,0.410280679
TSPAN15,0.090248131,0.32209733
ASPHD2,0.090247643,0.443830373
ZCCHC9,0.090215381,0.319257041
TXNDC12,0.090205595,0.246278614
GNPAT,0.09019506,0.184854654
NUFIP2,0.090170964,0.186889966
CGRRF1,0.090155119,0.325594043
SIGLEC6,0.090093893,0.068313848
POMGNT1,0.090057381,0.081270041
PABPC1,0.090056667,0.193262124
COA3,0.090040643,0.356872827
NMRAL1,0.089911452,0.28131646
KHK,0.089880321,0.1778315
ABCB1,0.089878155,0.403211978
PPA2,0.089861976,0.285832938
USP50,0.089857857,0.073620167
PANX1,0.089816702,0.340189006
AOC3,0.08979731,0.462402646
ALDH1B1,0.089781655,0.126243872
CYB561D1,0.08977481,0.079438214
RPUSD3,0.089729048,0.23934204
MRPL35,0.08968019,0.507190804
WDR41,0.089614845,0.373677517
PSMB8,0.089539345,0.19922543
ATPSCKMT,0.08953281,0.358319525
NFATC1,0.089517262,0.211777083
NLRX1,0.08948881,0.372193491
MIA3,0.089460726,0.264258312
ASB1,0.089378476,0.229439482
APOBEC3F,0.089353964,0.436842097
PRKDC,0.0892965,0.494938585
PTK2,0.089220655,0.280030391
ERGIC2,0.089209214,0.517428492
NFIC,0.089208512,0.213748821
ZNF276,0.089185821,0.072005014
ZCCHC14,0.089122929,0.260945486
INTS4P2,0.089115905,0.238774433
RPGRIP1L,0.089086679,0.255493221
CCL23,0.089081714,0.152873456
GLT1D1,0.089066679,0.480493911
EPN2,0.089065179,0.243856454
ZNF585B,0.08903381,0.452942445
UNKL,0.089024131,0.194623917
SRA1,0.08897431,0.105212471
ETHE1,0.088911369,0.214411641
SF3B2,0.088907345,0.172159301
RN7SL832P,0.088903131,0.137651468
TPTE2P3,0.088862024,0.41527746
ZNF224,0.088833607,0.296620707
AOC2,0.088828012,0.509606105
ZFP91-CNTF,0.08875806,0.121674916
MAP1A,0.08870194,0.339283961
ZNF581,0.088662405,0.049137391
ILF2,0.088628929,0.505530621
GHRL,0.088597476,0.27979383
DDX60L,0.088587881,0.596071266
MAP4K1,0.088587262,0.515201922
SEC24D,0.088500024,0.286480206
ERCC2,0.08845456,0.26484928
GPATCH4,0.08843394,0.118978191
LINC02915,0.088402179,0.455770236
C1QTNF3-AMACR,0.08838631,0.203225086
ASH1L,0.088309429,0.118890793
ZNF711,0.088307143,0.062721649
ATF4,0.088254548,0.241039746
NCOA1,0.088244167,0.228319797
CERS2,0.088225952,0.125971935
MEMO1,0.088176893,0.136670175
SMAD2,0.088144143,0.3662043
DEGS1,0.088105262,0.262440206
EXOSC7,0.088084655,0.263207959
ARV1,0.088069595,0.546486418
UBXN8,0.088023298,0.353804935
PPCDC,0.08792931,0.316261377
TAF2,0.087923345,0.266803656
ZNF37BP,0.087921845,0.159356681
RPSA2,0.087876762,0.435981961
ZNF439,0.087811548,0.356272439
EVA1C,0.087797179,0.267211511
HCK,0.087792619,0.261242393
GIN1,0.087756452,0.523843729
RETSAT,0.087747333,0.240794246
PMS2P9,0.08773869,0.276247135
MTMR3,0.087712619,0.366655795
SLC30A5,0.087700357,0.231351238
BCAS2,0.08769556,0.266862933
GPN2,0.087658762,0.016247943
PIK3CB,0.087627893,0.323958993
PCYT1A,0.087623702,0.164433212
RAB35,0.087581917,0.216515635
BCKDHA,0.08755531,0.40902022
AK3,0.087549036,0.30985271
ARFGAP1,0.087533548,0.017926143
JADE1,0.087513083,0.258947798
CCNG1,0.087492548,0.378873242
EPWW6493,0.087486476,0.399027793
SENP2,0.087469583,0.129774302
PIP5K1C,0.087455679,0.054803405
ZC3H12A,0.08737981,0.042556567
ITIH4,0.087324952,0.225599123
CLPTM1,0.087264488,0.114725036
LYRM4,0.087223345,0.458047472
POLR3E,0.087203262,0.198757893
KLF2,0.087191905,0.080479399
MIR24-1,0.08714506,0.098000996
TARBP1,0.087119833,0.473368171
RUNX1,0.087096155,0.200687923
EMSY,0.087067643,0.051476452
SERGEF,0.087013119,0.19797624
NLN,0.086999429,0.52473601
TTC27,0.08696294,0.447519943
DCUN1D4,0.08696119,0.591327911
DNAJC17,0.086953274,0.118083172
CPEB3,0.086943571,0.329532331
LRRK2,0.086924286,0.454408204
DDX24,0.086894286,0.412993205
CDNF,0.08683994,0.162177542
SIKE1,0.08681781,0.330573742
BAG4,0.086766214,0.005273427
CAMK2D,0.086736012,0.628915803
WDR27,0.086734726,0.197990871
GRK5,0.086714917,0.118294867
FBXL19-AS1,0.086637702,0.086886719
YWHAB,0.086625952,0.138599668
ZNF568,0.086624143,0.40070464
NUP153,0.086521667,0.157241911
ZSCAN12,0.086520893,0.346758609
KIF13B,0.086516417,0.338010827
CELF2,0.086480357,0.180973191
SHPRH,0.086454167,0.525614698
MED13,0.086425714,0.078234777
SNORA56,0.086405821,0.214296994
POLR2G,0.086386774,0.158068478
BIVM,0.086295476,0.427408916
TMEM63C,0.086272869,0.568972609
ARHGEF3,0.086240357,0.503612052
ZFP1,0.086170774,0.411282492
COX6C,0.086153071,0.640259037
STAM,0.086142607,0.128770729
SUGP1,0.086115619,0.072057783
OR4N3P,0.086077405,0.111146851
SUGP2,0.086045036,0.185123156
LOC102724428,0.086013155,0.118514638
CDH18,0.08597331,0.118667544
DPEP3,0.08596619,0.381892081
GSDMC,0.085921357,0.165814843
NCKAP5L,0.085882179,0.079119111
TMEM150A,0.085831881,0.074697569
TOM1L1,0.085821976,0.294291797
SLC9A3-OT1,0.085754762,0.189941715
TRIM69,0.085752869,0.191455454
SULT1A1,0.085730714,0.476163123
LRCH1,0.085721964,0.387018009
LINC00665,0.085716845,0.347862328
PDCL,0.085652512,0.262776441
PAQR6,0.085647119,0.314373758
METTL9,0.085642381,0.247628086
PTP4A3,0.085598619,0.371796849
ZNF789,0.08551681,0.189713422
KREMEN1,0.085509286,0.613283213
ZCCHC17,0.085487833,0.313017767
SOS1,0.08546206,0.235708724
APPL1,0.085449845,0.430567628
S100PBP,0.085425262,0.293544939
TMCO4,0.085420036,0.192052065
SPIDR,0.085417262,0.248615
IL22RA2,0.08529081,0.141351889
TMEM25,0.085273702,0.127310987
HOOK3,0.085224988,0.279612561
EXOC6,0.085222167,0.461309697
SRFBP1,0.085189143,0.592481608
WDFY2,0.085081845,0.338797163
SLX1B-SULT1A4,0.08508125,0.182796635
KLHL24,0.085071155,0.239447231
GGCX,0.085049012,0.053904388
GRK6,0.085043083,0.135763239
TNPO3,0.085025238,0.346467606
AP2A2,0.08502406,0.038287351
SH3TC2,0.085021726,0.355266902
GPX7,0.085012476,0.437981083
REV3L,0.084995452,0.235145421
FKTN,0.084947905,0.443480115
RPF1,0.084908119,0.554024734
CLIC4,0.084883714,0.327845178
RAB34,0.08484619,0.269759969
GLMN,0.08484331,0.504702911
ZNF699,0.084823464,0.446805221
LDLRAD4,0.084801655,0.077158318
SEC14L2,0.08478919,0.10052663
FBXO39,0.084784988,0.490761482
FAM98A,0.084771905,0.484814994
MED23,0.084759119,0.212898375
WDR11,0.084758262,0.504981465
LDLRAD3,0.084751262,0.278424841
WBP1L,0.084740274,0.253716076
RNF34,0.084729369,0.181400767
BRIX1,0.084690512,0.6365391
RAB33A,0.08463431,0.260211393
MIEN1,0.084609107,0.178744338
PPP1R3B,0.084608476,0.490847503
AKAP8,0.084551702,0.058506663
TNFSF10,0.084505,0.343643315
CTCF,0.084462595,0.176623038
STARD3,0.084439095,0.074900132
CCDC88A,0.084404179,0.592131762
SELENOT,0.084396905,0.091986819
MEN1,0.084353655,0.196271406
ZNF782,0.084343548,0.404882416
UROS,0.084334833,0.482260848
MIR600HG,0.084327393,0.499322019
GNA15,0.084300786,0.47938792
FNBP1,0.084278738,0.217270431
TNNC1,0.08426,0.05178805
ZNF614,0.084237964,0.420127072
MIR15B,0.084222298,0.472975632
